Player,Position,Draft Year,Draft Age,Class,School,Height,Weight,Wingspan,Standing Reach,RSCI Ranking,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,College OBPM,College DBPM,College BPM
Pascal Siakam,PF,2016,0.125,SO,New Mexico State,0.5625,0.3125,0.7291666666666666,0.5208333333333334,253,0.4583333333333333,0.53125,0.8125,0.5520833333333334,0.6666666666666666,0.78125,0.4375,0.7083333333333334,0.75,0.8125,0.875,0.5,0.3125,0.2916666666666667
Grant Williams,PF,2019,0.5625,JR,Tennessee,0.03125,0.5208333333333334,0.052083333333333336,0.0625,207,0.6041666666666666,0.4583333333333333,0.14583333333333334,0.08333333333333333,0.10416666666666667,0.9375,0.5208333333333334,0.625,0.5,0.8333333333333334,0.9166666666666666,0.625,0.6666666666666666,0.7291666666666666
Paolo Banchero,PF,2022,0.7291666666666667,FR,Duke,0.8645833333333334,0.9166666666666666,0.4166666666666667,0.71875,2,0.2708333333333333,0.25,0.16666666666666666,0.375,0.2916666666666667,0.9166666666666666,0.5,0.3125,0.45833333333333337,0.6458333333333334,0.9791666666666666,0.5520833333333334,0.22916666666666666,0.3541666666666667
Shelvin Mack,PG,2011,0.47916666666666663,JR,Butler,0.34375,0.9166666666666666,0.59375,0.2708333333333333,161,0.25,0.2916666666666667,0.5,0.8541666666666666,0.7291666666666666,0.2916666666666667,0.08333333333333333,0.21875,0.5625,0.75,0.6041666666666666,0.6041666666666666,0.125,0.3125
Andrew Harrison,PG,2015,0.5625,SO,Kentucky,0.9166666666666666,0.9375,0.8541666666666666,0.7708333333333334,4,0.14583333333333334,0.020833333333333332,0.3541666666666667,0.020833333333333332,0.0625,0.34375,0.21875,0.59375,0.20833333333333337,0.25,0.10416666666666667,0.125,0.7083333333333334,0.2708333333333333
Collin Sexton,PG,2018,0.8541666666666666,FR,Alabama,0.28125,0.2708333333333333,0.5104166666666666,0.53125,7,0.625,0.3333333333333333,0.8125,0.3541666666666667,0.5520833333333334,0.5625,0.10416666666666667,0.21875,0.53125,0.9583333333333334,0.75,0.6875,0.16666666666666666,0.3333333333333333
Coby White,PG,2019,0.875,FR,North Carolina,0.75,0.625,0.3020833333333333,0.40625,21,0.4166666666666667,0.5104166666666666,0.052083333333333336,0.6041666666666666,0.46875,0.25,0.21875,0.7291666666666666,0.35416666666666663,0.5416666666666666,0.3541666666666667,0.4791666666666667,0.5416666666666666,0.5208333333333334
Cody Martin,PG,2019,0.0,SR,Nevada,0.9791666666666666,0.6458333333333334,0.9791666666666666,0.9583333333333334,74,0.78125,0.8541666666666666,0.7916666666666666,0.6458333333333334,0.6875,0.34375,0.40625,0.9375,0.41666666666666663,0.041666666666666664,0.25,0.2604166666666667,0.6666666666666666,0.4166666666666667
Frank Jackson,PG,2017,0.9375,FR,Duke,0.5,0.8541666666666666,0.59375,0.4583333333333333,14,0.8645833333333334,0.9375,0.6041666666666666,0.052083333333333336,0.1875,0.03125,0.041666666666666664,0.14583333333333334,0.7708333333333334,0.22916666666666666,0.0625,0.20833333333333334,0.22916666666666666,0.16666666666666666
Quinn Cook,PG,2015,0.20833333333333337,SR,Duke,0.20833333333333334,0.16666666666666666,0.17708333333333334,0.2708333333333333,30,0.75,0.78125,0.14583333333333334,0.16666666666666666,0.10416666666666667,0.14583333333333334,0.3125,0.08333333333333333,0.8958333333333334,0.16666666666666666,0.1875,0.6666666666666666,0.5,0.4791666666666667
Aaron Holiday,PG,2018,0.375,JR,UCLA,0.13541666666666666,0.4895833333333333,0.59375,0.34375,53,0.8229166666666666,0.8125,0.17708333333333334,0.125,0.125,0.4583333333333333,0.2708333333333333,0.3958333333333333,0.10416666666666663,0.4166666666666667,0.4583333333333333,0.2916666666666667,0.14583333333333334,0.14583333333333334
