Player,Position,Draft Year,Draft Age,Class,School,Height,Weight,Wingspan,Standing Reach,RSCI Ranking,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,College OBPM,College DBPM,College BPM
Brandon Knight,PG,2011,0.8333333333333334,FR,Kentucky,0.4270833333333333,0.125,0.46875,0.53125,5,0.3958333333333333,0.4583333333333333,0.3854166666666667,0.5,0.3958333333333333,0.20833333333333334,0.020833333333333332,0.34375,0.22916666666666663,0.5625,0.8125,0.4166666666666667,0.08333333333333333,0.22916666666666666
Tony Wroten,PG,2012,0.9166666666666666,FR,Washington,0.9791666666666666,0.875,0.8541666666666666,0.875,16,0.020833333333333332,0.08333333333333333,1.0,0.5625,0.875,0.2708333333333333,0.8020833333333334,0.6875,0.125,0.875,0.5208333333333334,0.0625,0.4791666666666667,0.10416666666666667
Shane Larkin,PG,2013,0.5416666666666667,SO,Miami (FL),0.041666666666666664,0.041666666666666664,0.020833333333333332,0.020833333333333332,95,0.6458333333333334,0.6458333333333334,0.3020833333333333,0.5833333333333334,0.4375,0.22916666666666666,0.8020833333333334,0.21875,0.1875,0.20833333333333334,0.14583333333333334,0.1875,0.7395833333333334,0.3958333333333333
Elfrid Payton,PG,2014,0.625,JR,Louisiana,0.5729166666666666,0.375,0.6979166666666666,0.53125,187,0.22916666666666666,0.4375,0.9791666666666666,0.7708333333333334,0.8541666666666666,0.7916666666666666,0.8333333333333334,0.7916666666666666,0.08333333333333337,0.5208333333333334,0.7083333333333334,0.14583333333333334,0.3333333333333333,0.125
Jerian Grant,PG,2015,0.10416666666666663,SR,Notre Dame,0.7083333333333334,0.75,0.59375,0.7708333333333334,111,0.5729166666666666,0.4791666666666667,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.7708333333333334,0.5833333333333334,0.6458333333333334,0.45833333333333337,0.375,0.6666666666666666,0.6041666666666666,0.3125,0.4375
Isaiah Canaan,PG,2013,0.25,SR,Murray State,0.0625,0.5208333333333334,0.2708333333333333,0.10416666666666667,199,0.8229166666666666,0.78125,0.4166666666666667,0.3125,0.22916666666666666,0.3958333333333333,0.5,0.2708333333333333,0.4375,0.7708333333333334,0.5833333333333334,0.6041666666666666,0.020833333333333332,0.25
Isaiah Thomas,PG,2011,0.14583333333333337,JR,Washington,0.020833333333333332,0.40625,0.041666666666666664,0.052083333333333336,104,0.5729166666666666,0.5416666666666666,0.46875,0.2708333333333333,0.3020833333333333,0.8125,0.375,0.14583333333333334,0.25,0.5,0.7708333333333334,0.75,0.4166666666666667,0.5416666666666666
Shai Gilgeous-Alexander,PG,2018,0.7083333333333333,FR,Kentucky,0.9166666666666666,0.1875,1.0,1.0,33,0.7083333333333334,0.5104166666666666,0.625,0.4375,0.5208333333333334,0.6458333333333334,0.6875,0.8125,0.16666666666666663,0.2708333333333333,0.4166666666666667,0.5208333333333334,0.7708333333333334,0.65625
Collin Gillespie,PG,2022,0.08333333333333337,SR,Villanova,0.3958333333333333,0.8125,0.08333333333333333,0.14583333333333334,272,0.8958333333333334,0.875,0.20833333333333334,0.5208333333333334,0.4166666666666667,0.5,0.3541666666666667,0.020833333333333332,0.7916666666666666,0.3958333333333333,0.6875,0.6458333333333334,0.5208333333333334,0.5
Andrew Nembhard,PG,2022,0.22916666666666663,SR,Gonzaga,0.625,0.7916666666666666,0.3333333333333333,0.3125,22,0.7291666666666666,0.8333333333333334,0.125,0.14583333333333334,0.14583333333333334,0.7083333333333334,0.7083333333333334,0.0625,0.47916666666666663,0.0625,0.22916666666666666,0.2604166666666667,0.6041666666666666,0.3541666666666667
Jaden Ivey,PG,2022,0.6041666666666667,SO,Purdue,0.7916666666666666,0.7291666666666666,0.9583333333333334,0.8333333333333334,91,0.4375,0.375,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.1875,0.9166666666666666,0.6458333333333333,0.8541666666666666,0.8333333333333334,0.5,0.375,0.375
Norris Cole,PG,2011,0.125,SR,Cleveland State,0.20833333333333334,0.0625,0.0625,0.1875,171,0.46875,0.22916666666666666,0.46875,1.0,0.9166666666666666,0.8958333333333334,0.8541666666666666,0.21875,0.84375,0.9166666666666666,0.9583333333333334,0.8125,0.7395833333333334,0.8541666666666666
Trae Young,PG,2018,0.8125,FR,Oklahoma,0.28125,0.14583333333333334,0.10416666666666667,0.1875,21,0.78125,0.5625,0.052083333333333336,0.4375,0.1875,1.0,0.5416666666666666,0.4375,0.14583333333333337,1.0,1.0,1.0,0.20833333333333334,0.9166666666666666
Kris Dunn,PG,2016,0.1875,JR,Providence,0.65625,0.8958333333333334,0.9270833333333334,0.7708333333333334,19,0.28125,0.3958333333333333,0.6458333333333334,0.9166666666666666,0.8333333333333334,0.9583333333333334,0.8958333333333334,0.7708333333333334,0.04166666666666663,0.6875,0.4791666666666667,0.4375,0.9375,0.8333333333333334
JD Davison,PG,2022,0.7916666666666666,FR,Alabama,0.16666666666666666,0.6666666666666666,0.4166666666666667,0.375,13,0.6041666666666666,0.5833333333333334,0.8958333333333334,0.7291666666666666,0.75,0.875,0.4583333333333333,0.7083333333333334,0.02083333333333337,0.1875,0.020833333333333332,0.16666666666666666,0.4166666666666667,0.20833333333333334
Johnny Davis,PG,2022,0.6666666666666667,SO,Wisconsin,0.875,0.8333333333333334,0.8125,0.9791666666666666,145,0.0625,0.0625,0.9166666666666666,0.9583333333333334,0.9583333333333334,0.08333333333333333,0.625,0.8958333333333334,0.8125,0.8333333333333334,0.7291666666666666,0.3333333333333333,0.6666666666666666,0.4583333333333333
Ty Jerome,PG,2019,0.32291666666666663,JR,Virginia,0.8333333333333334,0.6875,0.17708333333333334,0.4583333333333333,47,0.5208333333333334,0.7395833333333334,0.10416666666666667,0.75,0.6041666666666666,0.6666666666666666,0.7291666666666666,0.10416666666666667,0.6666666666666667,0.2916666666666667,0.125,0.4583333333333333,0.8958333333333334,0.8125
Marcus Smart,PG,2014,0.6458333333333333,SO,Oklahoma State,0.5,1.0,0.8958333333333334,0.6145833333333334,9,0.34375,0.16666666666666666,0.9375,0.8958333333333334,0.9791666666666666,0.6875,1.0,0.875,0.33333333333333337,0.7291666666666666,0.4375,0.7083333333333334,0.9791666666666666,0.9375
Damian Lillard,PG,2012,0.32291666666666663,JR,Weber State,0.4583333333333333,0.5625,0.6666666666666666,0.1875,199,0.9791666666666666,0.9166666666666666,0.2708333333333333,0.9375,0.8125,0.4791666666666667,0.5416666666666666,0.4375,0.9166666666666666,0.9791666666666666,0.9166666666666666,0.9583333333333334,0.0625,0.7916666666666666
Derrick White,PG,2017,0.04166666666666663,SR,Colorado,0.7083333333333334,0.5833333333333334,0.59375,0.9270833333333334,261,0.9375,0.9583333333333334,0.6875,0.5416666666666666,0.5520833333333334,0.625,0.3333333333333333,1.0,0.53125,0.4791666666666667,0.625,0.9375,0.6666666666666666,0.9583333333333334
Iverson Molinar,PG,2022,0.16666666666666663,JR,Mississippi State,0.5416666666666666,0.20833333333333334,0.7708333333333334,0.6666666666666666,212,0.6666666666666666,0.3125,0.25,0.22916666666666666,0.25,0.3125,0.25,0.5625,0.625,0.7083333333333334,0.8541666666666666,0.3958333333333333,0.10416666666666667,0.1875
Iman Shumpert,PG,2011,0.5208333333333333,JR,Georgia Tech,0.8333333333333334,0.9583333333333334,0.9270833333333334,0.6979166666666666,24,0.10416666666666667,0.10416666666666667,0.9583333333333334,0.9791666666666666,1.0,0.4166666666666667,0.9791666666666666,0.4375,0.84375,0.8125,0.2916666666666667,0.5416666666666666,0.8333333333333334,0.7708333333333334
Jevon Carter,PG,2018,0.0625,SR,West Virginia,0.20833333333333334,0.7083333333333334,0.22916666666666666,0.125,253,0.3125,0.3541666666666667,0.5416666666666666,0.7083333333333334,0.625,0.6041666666666666,0.9166666666666666,0.6666666666666666,0.5833333333333333,0.3541666666666667,0.3958333333333333,0.5625,0.9166666666666666,0.875
Kennedy Chandler,PG,2022,0.7708333333333334,FR,Tennessee,0.08333333333333333,0.020833333333333332,0.25,0.08333333333333333,9,0.20833333333333334,0.6666666666666666,0.5208333333333334,0.3333333333333333,0.375,0.9166666666666666,0.9583333333333334,0.4791666666666667,0.375,0.5833333333333334,0.875,0.3541666666666667,0.875,0.65625
Michael Carter-Williams,PG,2013,0.39583333333333337,SO,Syracuse,0.9791666666666666,0.3125,0.5104166666666666,0.875,28,0.041666666666666664,0.041666666666666664,0.75,0.6875,0.7083333333333334,0.9375,0.9375,0.8333333333333334,0.0,0.3125,0.5416666666666666,0.3125,0.9583333333333334,0.7395833333333334
Semaj Christon,PG,2014,0.41666666666666663,SO,Xavier,0.4270833333333333,0.40625,0.4375,0.6145833333333334,36,0.1875,0.25,0.020833333333333332,0.052083333333333336,0.020833333333333332,0.5416666666666666,0.4791666666666667,0.375,0.27083333333333337,0.625,0.3333333333333333,0.10416666666666667,0.25,0.08333333333333333
Jordan Clarkson,PG,2014,0.27083333333333337,JR,Missouri,0.7083333333333334,0.4583333333333333,0.6979166666666666,0.4583333333333333,187,0.375,0.20833333333333334,0.5625,0.1875,0.46875,0.1875,0.15625,0.34375,0.5,0.65625,0.6458333333333334,0.22916666666666666,0.041666666666666664,0.0625
Ja Morant,PG,2019,0.7291666666666667,SO,Murray State,0.5729166666666666,0.08333333333333333,0.3958333333333333,0.6145833333333334,250,0.8645833333333334,0.7395833333333334,0.875,0.7916666666666666,0.8958333333333334,0.9791666666666666,0.40625,0.8541666666666666,0.0625,0.7916666666666666,0.9375,0.8541666666666666,0.2708333333333333,0.5625
Landry Shamet,PG,2018,0.44791666666666663,SO,Wichita State,0.7708333333333334,0.5416666666666666,0.46875,0.7708333333333334,171,1.0,1.0,0.3020833333333333,0.20833333333333334,0.1875,0.4375,0.0625,0.5,0.6041666666666667,0.10416666666666667,0.16666666666666666,0.8333333333333334,0.4166666666666667,0.5833333333333334
Delon Wright,PG,2015,0.02083333333333337,SR,Utah,0.8333333333333334,0.25,0.59375,0.9270833333333334,187,0.9166666666666666,0.8958333333333334,0.8333333333333334,0.875,0.9375,0.75,0.875,0.9791666666666666,0.39583333333333337,0.3333333333333333,0.375,0.90625,1.0,1.0
Markelle Fultz,PG,2017,0.9791666666666666,FR,Washington,0.65625,0.3541666666666667,0.8541666666666666,0.875,4,0.46875,0.7083333333333334,0.75,0.8333333333333334,0.7916666666666666,0.8541666666666666,0.5416666666666666,0.9583333333333334,0.7083333333333333,0.8958333333333334,0.5625,0.875,0.3541666666666667,0.7395833333333334
Luguentz Dort,PG,2019,0.6875,FR,Arizona State,0.6041666666666666,0.9791666666666666,0.7916666666666666,0.6979166666666666,79,0.125,0.14583333333333334,0.8541666666666666,0.4375,0.5833333333333334,0.0625,0.65625,0.53125,0.3125,0.65625,0.2708333333333333,0.020833333333333332,0.2916666666666667,0.041666666666666664
Zach LaVine,PG,2014,0.8958333333333334,FR,UCLA,0.9166666666666666,0.22916666666666666,0.7395833333333334,0.7708333333333334,52,0.34375,0.625,0.4375,0.2708333333333333,0.34375,0.03125,0.2916666666666667,0.53125,0.875,0.14583333333333334,0.041666666666666664,0.041666666666666664,0.1875,0.020833333333333332
Jalen Brunson,PG,2018,0.35416666666666663,JR,Villanova,0.34375,0.7708333333333334,0.17708333333333334,0.22916666666666666,19,0.9583333333333334,0.9791666666666666,0.17708333333333334,0.10416666666666667,0.08333333333333333,0.375,0.125,0.041666666666666664,0.7395833333333333,0.4375,0.7916666666666666,0.7916666666666666,0.4583333333333333,0.625
Cory Joseph,PG,2011,0.75,FR,Texas,0.5,0.4375,0.3645833333333333,0.6145833333333334,13,0.16666666666666666,0.4166666666666667,0.3854166666666667,0.2708333333333333,0.3020833333333333,0.10416666666666667,0.15625,0.625,0.7395833333333333,0.020833333333333332,0.08333333333333333,0.08333333333333333,0.7916666666666666,0.2916666666666667
Monte Morris,PG,2017,0.29166666666666663,SR,Iowa State,0.375,0.10416666666666667,0.17708333333333334,0.2708333333333333,96,0.5416666666666666,0.6875,0.5833333333333334,0.4791666666666667,0.5,0.7291666666666666,0.6041666666666666,0.59375,0.9791666666666666,0.125,0.5,0.7708333333333334,0.5833333333333334,0.6875
Tyus Jones,PG,2015,0.9583333333333334,FR,Duke,0.28125,0.3333333333333333,0.3020833333333333,0.34375,6,0.6875,0.2708333333333333,0.22916666666666666,0.375,0.34375,0.5208333333333334,0.65625,0.14583333333333334,0.29166666666666663,0.08333333333333333,0.3125,0.7291666666666666,0.625,0.7083333333333334
Kemba Walker,PG,2011,0.5,JR,Connecticut,0.10416666666666667,0.2916666666666667,0.125,0.052083333333333336,16,0.28125,0.1875,0.7083333333333334,0.625,0.6458333333333334,0.5833333333333334,0.75,0.3125,0.9583333333333334,0.9375,0.9791666666666666,0.9791666666666666,0.8125,0.9791666666666666
Terry Rozier,PG,2015,0.44791666666666663,SO,Louisville,0.28125,0.6041666666666666,0.7395833333333334,0.53125,18,0.08333333333333333,0.125,0.75,0.8125,0.7708333333333334,0.125,0.7708333333333334,0.2916666666666667,0.9375,0.4583333333333333,0.20833333333333334,0.375,0.8541666666666666,0.6041666666666666
Trey Burke,PG,2013,0.5833333333333333,SO,Michigan,0.13541666666666666,0.4895833333333333,0.3645833333333333,0.40625,108,0.5,0.6041666666666666,0.3333333333333333,0.3958333333333333,0.2708333333333333,0.8333333333333334,0.4375,0.75,0.6875,0.6041666666666666,0.8958333333333334,0.90625,0.5625,0.8958333333333334
Julian Champagnie,SF,2022,0.35,JR,St. John's (NY),0.5125,0.35,0.075,0.7,533,0.425,0.4,0.25,0.575,0.425,0.6,0.8,0.775,0.7,0.975,0.85,0.4,0.2,0.25
Kyle Kuzma,SF,2017,0.32499999999999996,JR,Utah,0.9125,0.6,0.7625,0.9875,253,0.4,0.525,0.85,0.875,0.925,0.75,0.1,0.4125,0.275,0.7,0.175,0.175,0.1,0.05
Kendall Brown,SF,2022,0.725,FR,Baylor,0.5125,0.2,0.375,0.05,12,0.8625,0.875,0.625,0.1875,0.3,0.925,0.5,0.15,0.17500000000000004,0.15,0.5,0.15,0.7625,0.4
Jerami Grant,SF,2014,0.75,SO,Syracuse,0.5875,0.3,0.9375,0.95,44,0.125,0.2,0.7,0.45,0.475,0.175,0.475,0.8,0.5875,0.075,0.025,0.1,0.575,0.175
Darius Days,SF,2022,0.025000000000000022,SR,Louisiana State,0.15,0.975,0.8125,0.7625,61,0.625,0.65,0.95,0.925,0.95,0.075,0.675,0.075,0.65,0.525,0.7,0.575,0.35,0.425
Jalen McDaniels,SF,2019,0.5,SO,San Diego State,0.975,0.025,0.7625,0.825,159,0.4875,0.475,0.575,0.95,0.875,0.575,0.65,0.6,0.4,0.65,0.35,0.05,0.375,0.075
AJ Griffin,SF,2022,0.8,FR,Duke,0.3,0.65,0.7,0.375,14,0.8625,0.85,0.1,0.1875,0.075,0.25,0.05,0.45,0.825,0.325,0.6,0.75,0.175,0.525
Eric Paschall,SF,2019,0.15000000000000002,SR,Villanova,0.4,1.0,1.0,0.4375,136,0.775,0.725,0.2,0.3,0.2125,0.425,0.275,0.575,0.19999999999999996,0.3,0.475,0.125,0.3,0.15
Nassir Little,SF,2019,0.875,FR,North Carolina,0.0625,0.675,0.85,0.625,4,0.2625,0.2625,0.725,0.475,0.525,0.05,0.3375,0.8875,0.42500000000000004,0.625,0.05,0.075,0.4125,0.125
Shabazz Muhammad,SF,2013,0.675,FR,UCLA,0.1125,0.5375,0.5125,0.625,2,0.1,0.0875,0.825,0.025,0.1,0.025,0.1625,0.05,0.9,0.925,0.725,0.65,0.025,0.1
Tony Snell,SF,2013,0.44999999999999996,JR,New Mexico,0.4,0.05,0.6125,0.825,151,0.525,0.5,0.025,0.05,0.025,0.95,0.2,0.4125,0.13749999999999996,0.2375,0.125,0.2,0.325,0.2
Kyle Singler,SF,2011,0.07499999999999996,SR,Duke,0.8375,0.8,0.4,0.9,6,0.15,0.175,0.5,0.225,0.25,0.2,0.3375,0.1125,0.675,0.6,0.9,0.3,0.2625,0.225
Peyton Watson,SF,2022,0.575,FR,UCLA,0.95,0.25,0.8125,0.7625,11,0.025,0.025,0.75,0.7,0.8,0.8,0.775,0.975,0.09999999999999998,0.55,0.1,0.025,0.825,0.025
Miles Bridges,SF,2018,0.775,SO,Michigan State,0.2125,0.475,0.2875,0.4375,12,0.6,0.55,0.125,0.8,0.575,0.85,0.125,0.8875,0.44999999999999996,0.75,0.55,0.725,0.6,0.7
Jordan Hamilton,SF,2011,0.65,SO,Texas,0.6625,0.825,0.2875,0.525,30,0.3,0.425,0.3125,0.55,0.5,0.775,0.4,0.5,0.5875,0.9,0.95,0.9375,0.65,0.95
Treveon Graham,SF,2015,0.42500000000000004,SR,Virginia Commonwealth,0.025,0.4,0.475,0.3125,187,0.225,0.2625,0.525,0.675,0.625,0.55,0.375,0.175,0.875,0.8,0.525,0.8,0.125,0.55
Kyle Anderson,SF,2014,0.625,SO,UCLA,0.8375,0.85,0.9375,0.9875,3,0.175,0.125,0.175,0.975,0.85,1.0,0.9625,0.65,0.0,0.375,0.75,0.475,0.9,0.8
De'Andre Hunter,SF,2019,0.475,SO,Virginia,0.725,0.7,0.8875,0.725,80,0.925,0.7875,0.275,0.25,0.2125,0.5,0.3,0.625,0.75,0.575,0.375,0.775,0.8,0.925
Doug McDermott,SF,2014,0.19999999999999996,SR,Creighton,0.475,0.325,0.2,0.3125,151,0.975,0.975,0.35,0.75,0.725,0.4,0.025,0.025,0.725,1.0,1.0,1.0,0.05,0.9
Justise Winslow,SF,2015,0.9,FR,Duke,0.0625,0.5375,0.4375,0.625,14,0.575,0.7,0.15,0.775,0.55,0.675,0.9,0.75,0.30000000000000004,0.4,0.425,0.5125,0.9375,0.875
Kenrich Williams,SF,2018,0.0,SR,TCU,0.4,0.075,0.025,0.4375,253,0.4875,0.5875,0.925,0.85,0.9,0.875,0.825,0.55,0.35,0.025,0.25,0.625,0.725,0.6
Dorian Finney-Smith,SF,2016,0.050000000000000044,SR,Florida,0.5875,0.275,0.675,0.825,23,0.375,0.45,0.8,0.525,0.65,0.725,0.55,0.675,0.32499999999999996,0.45,0.3,0.675,0.7,0.625
Rondae Hollis-Jefferson,SF,2015,0.7,SO,Arizona,0.2625,0.225,0.8875,0.525,14,0.45,0.3,0.775,0.6,0.775,0.3375,0.7,0.95,0.375,0.125,0.2,0.225,0.975,0.65
Sam Dekker,SF,2015,0.55,JR,Wisconsin,0.875,0.375,0.6125,0.9,17,0.7375,0.825,0.45,0.375,0.35,0.3,0.225,0.35,0.95,0.425,0.4,0.85,0.5,0.85
Kawhi Leonard,SF,2011,0.85,SO,San Diego State,0.4,0.75,0.975,0.9,54,0.05,0.05,0.975,1.0,1.0,0.825,0.85,0.525,0.475,0.8625,0.8,0.5125,0.85,0.675
Semi Ojeleye,SF,2017,0.17500000000000004,JR,Southern Methodist,0.2125,0.925,0.35,0.175,32,0.95,0.9,0.6,0.35,0.4,0.275,0.075,0.3125,0.925,0.675,0.875,0.9375,0.15,0.725
Stanley Johnson,SF,2015,0.925,FR,Arizona,0.175,0.95,0.6125,0.175,4,0.3375,0.225,0.675,0.625,0.75,0.45,0.9625,0.3125,0.25,0.725,0.675,0.425,0.875,0.7625
Jimmy Butler,SF,2011,0.375,SR,Marquette,0.4,0.575,0.05,0.0875,171,0.6875,0.375,0.55,0.125,0.15,0.675,0.75,0.2,0.8,0.275,0.825,0.825,0.4125,0.7625
T.J. Warren,SF,2014,0.6,SO,NC State,0.725,0.4375,0.4375,0.525,26,0.825,0.95,0.9,0.075,0.275,0.1,0.925,0.375,0.85,0.95,0.975,0.9,0.225,0.825
Michael Kidd-Gilchrist,SF,2012,0.975,FR,Kentucky,0.325,0.875,0.725,0.625,3,0.55,0.325,0.875,0.5,0.6875,0.375,0.575,0.7,0.050000000000000044,0.175,0.575,0.25,0.7625,0.5
Taurean Prince,SF,2016,0.275,SR,Baylor,0.5875,0.4375,0.6125,0.175,174,0.2625,0.35,0.65,0.325,0.45,0.625,0.875,0.725,0.13749999999999996,0.825,0.225,0.55,0.45,0.475
Chandler Parsons,SF,2011,0.125,SR,Florida,1.0,0.5,0.2875,0.625,40,0.3375,0.625,0.375,0.65,0.6,0.975,0.45,0.25,0.025000000000000022,0.05,0.275,0.45,0.675,0.575
Tobias Harris,SF,2011,0.95,FR,Tennessee,0.5875,0.625,0.5125,0.4375,6,0.2,0.15,0.425,0.825,0.6875,0.3375,0.25,0.925,0.525,0.775,0.45,0.6,0.2625,0.375
Hollis Thompson,SF,2012,0.525,JR,Georgetown,0.6625,0.1,0.2875,0.25,66,0.8,0.925,0.225,0.425,0.325,0.225,0.425,0.475,0.5,0.2,0.075,0.35,0.475,0.2875
Solomon Hill,SF,2013,0.25,SR,Arizona,0.2625,0.725,0.15,0.3125,48,0.65,0.5875,0.4,0.4,0.375,0.9,0.625,0.275,0.07499999999999996,0.2375,0.325,0.375,0.55,0.45
Harrison Barnes,SF,2012,0.825,SO,North Carolina,0.725,0.775,0.55,0.0875,1,0.075,0.0875,0.3125,0.15,0.125,0.125,0.525,0.225,0.625,0.8625,0.775,0.325,0.525,0.2875
Brandon Clarke,SF,2019,0.09999999999999998,JR,Gonzaga,0.7875,0.125,0.1,0.175,256,1.0,1.0,1.0,0.725,0.975,0.475,0.725,1.0,0.55,0.5,0.925,0.975,1.0,1.0
Jae Crowder,SF,2012,0.30000000000000004,SR,Marquette,0.1125,0.9,0.2,0.025,161,0.6875,0.75,0.475,0.9,0.825,0.525,1.0,0.85,0.975,0.35,0.625,0.875,0.9375,0.975
Jake Layman,SF,2016,0.22499999999999998,SR,Maryland,0.9125,0.175,0.2,0.175,65,0.9,0.7875,0.075,0.275,0.175,0.15,0.6,0.825,0.22499999999999998,0.1,0.15,0.275,0.625,0.35
Rodney Hood,SF,2014,0.4,SO,Duke,0.7875,0.15,0.125,0.3125,27,0.7375,0.675,0.05,0.1,0.05,0.675,0.1625,0.1125,0.775,0.475,0.65,0.7,0.075,0.325
Cameron Johnson,SG,2019,0.04761904761904767,SR,North Carolina,1.0,0.5,0.7936507936507936,0.8809523809523809,354,1.0,1.0,0.8571428571428571,0.47619047619047616,0.6507936507936508,0.3968253968253968,0.5158730158730159,0.40476190476190477,0.8412698412698413,0.1746031746031746,0.7777777777777778,1.0,0.8253968253968254,1.0
Sean Kilpatrick,SG,2014,0.0,SR,Cincinnati,0.07936507936507936,0.8888888888888888,0.1984126984126984,0.23809523809523808,151,0.3253968253968254,0.25396825396825395,0.47619047619047616,0.3492063492063492,0.2857142857142857,0.6587301587301587,0.6666666666666666,0.09523809523809523,0.7936507936507937,0.8888888888888888,0.8571428571428571,0.9206349206349206,0.6349206349206349,0.8888888888888888
Ryan Rollins,SG,2022,0.6190476190476191,SO,Toledo,0.031746031746031744,0.047619047619047616,0.5396825396825397,0.1111111111111111,324,0.5873015873015873,0.5158730158730159,0.2222222222222222,0.7142857142857143,0.5714285714285714,0.7777777777777778,0.8888888888888888,0.25396825396825395,0.4285714285714286,0.873015873015873,0.9365079365079365,0.15873015873015872,0.2222222222222222,0.12698412698412698
Jared Rhoden,SG,2022,0.09523809523809523,SR,Seton Hall,0.9444444444444444,0.7301587301587301,0.6666666666666666,0.753968253968254,148,0.14285714285714285,0.15873015873015872,0.5714285714285714,0.9047619047619048,0.7936507936507936,0.15873015873015872,0.6349206349206349,0.7142857142857143,0.8888888888888888,0.6190476190476191,0.30158730158730157,0.23809523809523808,0.38095238095238093,0.23809523809523808
Max Christie,SG,2022,0.8571428571428572,FR,Michigan State,0.46825396825396826,0.25396825396825395,0.3492063492063492,0.38095238095238093,20,0.09523809523809523,0.1111111111111111,0.31746031746031744,0.06349206349206349,0.1349206349206349,0.1349206349206349,0.015873015873015872,0.7301587301587301,0.33333333333333337,0.09523809523809523,0.09523809523809523,0.047619047619047616,0.16666666666666666,0.047619047619047616
Bryce McGowens,SG,2022,0.7936507936507937,FR,Nebraska,0.8253968253968254,0.1111111111111111,0.3492063492063492,0.6190476190476191,28,0.3968253968253968,0.12698412698412698,0.12698412698412698,0.6507936507936508,0.38095238095238093,0.1349206349206349,0.047619047619047616,0.4365079365079365,0.6984126984126984,0.8412698412698413,0.746031746031746,0.14285714285714285,0.015873015873015872,0.023809523809523808
Ochai Agbaji,SG,2022,0.23809523809523814,SR,Kansas,0.5238095238095238,0.8571428571428571,0.6031746031746031,0.753968253968254,190,0.7301587301587301,0.8253968253968254,0.2857142857142857,0.20634920634920634,0.2222222222222222,0.20634920634920634,0.3333333333333333,0.6825396825396826,0.7142857142857143,0.5079365079365079,0.8888888888888888,0.6984126984126984,0.49206349206349204,0.6031746031746031
Klay Thompson,SG,2011,0.3650793650793651,JR,Washington State,0.9206349206349206,0.5238095238095238,0.5793650793650794,0.9365079365079365,61,0.5238095238095238,0.35714285714285715,0.1984126984126984,0.6349206349206349,0.42857142857142855,0.9841269841269841,0.8174603174603174,1.0,0.15873015873015872,1.0,0.9682539682539683,0.8253968253968254,0.6984126984126984,0.873015873015873
Aminu Mohammed,SG,2022,0.5396825396825398,FR,Georgetown,0.21428571428571427,0.7936507936507936,0.753968253968254,0.753968253968254,24,0.047619047619047616,0.015873015873015872,0.9841269841269841,0.873015873015873,0.9841269841269841,0.3492063492063492,0.9206349206349206,0.8571428571428571,0.47619047619047616,0.7301587301587301,0.6190476190476191,0.1111111111111111,0.047619047619047616,0.07936507936507936
Bennedict Mathurin,SG,2022,0.6031746031746033,SO,Arizona,0.5238095238095238,0.5714285714285714,0.42857142857142855,0.753968253968254,518,0.873015873015873,0.7777777777777778,0.6984126984126984,0.5079365079365079,0.6031746031746031,0.38095238095238093,0.23809523809523808,0.15873015873015872,0.8253968253968254,0.5555555555555556,0.7301587301587301,0.746031746031746,0.30952380952380953,0.5714285714285714
E'Twaun Moore,SG,2011,0.2063492063492064,SR,Purdue,0.07936507936507936,0.15873015873015872,0.6984126984126984,0.29365079365079366,24,0.19047619047619047,0.31746031746031744,0.753968253968254,0.38095238095238093,0.49206349206349204,0.9682539682539683,0.5952380952380952,0.5793650793650794,0.9206349206349207,0.8571428571428571,0.9047619047619048,0.8571428571428571,0.7301587301587301,0.9047619047619048
Ben McLemore,SG,2013,0.5714285714285714,FR,Kansas,0.3333333333333333,0.07936507936507936,0.3968253968253968,0.4603174603174603,41,0.9523809523809523,0.8888888888888888,0.7222222222222222,0.4444444444444444,0.5873015873015873,0.25396825396825395,0.373015873015873,0.8095238095238095,0.25396825396825395,0.3968253968253968,0.7142857142857143,0.9047619047619048,0.8015873015873016,0.9206349206349206
Josh Hart,SG,2017,0.2222222222222222,SR,Villanova,0.42063492063492064,0.5873015873015873,0.5158730158730159,0.5634920634920635,97,0.8968253968253969,0.9047619047619048,0.9047619047619048,0.8095238095238095,0.9047619047619048,0.5873015873015873,0.7619047619047619,0.38095238095238093,0.6825396825396826,0.5714285714285714,0.873015873015873,0.873015873015873,0.873015873015873,0.9365079365079365
Kentavious Caldwell-Pope,SG,2013,0.5873015873015873,SO,Georgia,0.6587301587301587,0.42857142857142855,0.4603174603174603,0.4603174603174603,15,0.2777777777777778,0.2698412698412698,0.5555555555555556,0.9841269841269841,0.8571428571428571,0.4444444444444444,0.9523809523809523,0.6190476190476191,0.873015873015873,0.8253968253968254,0.4444444444444444,0.8888888888888888,0.8412698412698413,0.9523809523809523
Alondes Williams,SG,2022,0.07936507936507942,SR,Wake Forest,0.2857142857142857,0.6666666666666666,0.06349206349206349,0.2619047619047619,272,0.7936507936507936,0.7936507936507936,0.6190476190476191,0.746031746031746,0.7301587301587301,1.0,0.5396825396825397,0.5555555555555556,0.04761904761904767,0.9365079365079365,0.9841269841269841,0.48412698412698413,0.30952380952380953,0.3968253968253968
